budget,original_title,release_date,revenue,runtime,vote_average,actor1,actor2,actor3,director,genre,profit
36000000,Never Say Never Again,1983-10-07,160000000,134.0,5.8,Sean Connery,Kim Basinger,Klaus Maria Brandauer,Irvin Kershner,Action,124.0
36000000,Hot Tub Time Machine,2010-03-26,64572262,101.0,6.0,John Cusack,Lizzy Caplan,Rob Corddry,Steve Pink,Science Fiction,29.0
36000000,Dolphin Tale 2,2014-09-12,52424533,107.0,6.7,Morgan Freeman,Ashley Judd,Nathan Gamble,Charles Martin Smith,Drama,16.0
42000000,Reindeer Games,2000-02-25,32168970,124.0,5.4,Ben Affleck,Gary Sinise,Charlize Theron,John Frankenheimer,Thriller,-10.0
36000000,A Man Apart,2003-04-04,44350926,109.0,5.8,Vin Diesel,Larenz Tate,Timothy Olyphant,F. Gary Gray,Drama,8.0
37000000,Aloha,2015-05-27,26250020,105.0,5.2,Bradley Cooper,Emma Stone,Rachel McAdams,Cameron Crowe,Drama,-11.0
0,Ghosts of Mississippi,1996-12-20,0,130.0,6.2,Alec Baldwin,James Woods,Virginia Madsen,Rob Reiner,Drama,0.0
0,Snow Falling on Cedars,1999-12-22,0,127.0,6.3,Ethan Hawke,Youki Kudoh,Reeve Carney,Scott Hicks,Drama,0.0
37000000,The Rite,2011-01-28,96047633,114.0,5.8,Anthony Hopkins,Colin O'Donoghue,Alice Braga,Mikael Håfström,Thriller,59.0
36000000,Gattaca,1997-09-07,12532777,106.0,7.5,Ethan Hawke,,Jude Law,Andrew Niccol,Romance,-23.0
36000000,Isn't She Great,2000-01-28,3003296,95.0,4.6,Bette Midler,Nathan Lane,Stockard Channing,Andrew Bergman,Comedy,-33.0
37000000,Space Chimps,2008-07-17,63800345,81.0,5.2,Andy Samberg,Cheryl Hines,Jeff Daniels,Kirk De Micco,Family,27.0
0,Head of State,2003-01-01,0,95.0,5.3,Chris Rock,Bernie Mac,Dylan Baker,Chris Rock,Comedy,0.0
35000000,The Hangover,2009-06-05,459270619,100.0,7.2,Bradley Cooper,Ed Helms,Zach Galifianakis,Todd Phillips,Comedy,424.0
36000000,葉問3,2015-12-19,156844753,105.0,6.5,Donnie Yen,Lynn Hung,Zhang Jin,Wilson Yip,History,121.0
33000000,Austin Powers: The Spy Who Shagged Me,1999-06-08,310940086,95.0,6.2,Mike Myers,Heather Graham,Michael York,Jay Roach,Adventure,278.0
35000000,Batman,1989-06-23,411348924,126.0,7.0,Jack Nicholson,Michael Keaton,Kim Basinger,Tim Burton,Fantasy,376.0
0,There Be Dragons,2011-03-25,0,112.0,5.9,Charlie Cox,Dougray Scott,Wes Bentley,Roland Joffé,Drama,0.0
35000000,Lethal Weapon 3,1992-05-15,321731527,118.0,6.4,Mel Gibson,Danny Glover,Joe Pesci,Richard Donner,Thriller,287.0
29000000,The Blind Side,2009-11-20,309208309,129.0,7.2,Sandra Bullock,Quinton Aaron,Kathy Bates,John Lee Hancock,Drama,280.0
35000000,Spy Kids,2001-03-18,147934180,88.0,5.5,Alexa PenaVega,Daryl Sabara,Antonio Banderas,Robert Rodriguez,Comedy,113.0
35000000,Horrible Bosses,2011-07-08,117000000,98.0,6.5,Jennifer Aniston,Jason Bateman,Charlie Day,Seth Gordon,Comedy,82.0
38000000,True Grit,2010-12-22,252276927,110.0,7.2,Jeff Bridges,Matt Damon,Josh Brolin,Joel Coen,Adventure,214.0
35000000,The Devil Wears Prada,2006-06-30,326551094,109.0,7.0,Meryl Streep,Anne Hathaway,Emily Blunt,David Frankel,Drama,292.0
35000000,Star Trek: The Motion Picture,1979-12-06,139000000,132.0,6.2,William Shatner,Leonard Nimoy,DeForest Kelley,Robert Wise,Mystery,104.0
35000000,Identity Thief,2013-02-07,173965010,111.0,5.6,Jason Bateman,Melissa McCarthy,Jon Favreau,Seth Gordon,Comedy,139.0
35000000,Cape Fear,1991-11-15,182300000,128.0,7.0,Robert De Niro,Nick Nolte,Jessica Lange,Martin Scorsese,Thriller,147.0
35000000,21,2008-03-27,69823199,123.0,6.5,Jim Sturgess,Kevin Spacey,Kate Bosworth,Robert Luketic,Drama,35.0
35000000,Trainwreck,2015-07-17,140795793,125.0,5.9,Amy Schumer,Bill Hader,Brie Larson,Judd Apatow,Comedy,106.0
35000000,Guess Who,2005-03-25,68915888,105.0,5.5,Bernie Mac,Ashton Kutcher,Zoe Saldana,Kevin Rodney Sullivan,Comedy,34.0
27000000,The English Patient,1996-11-14,231976425,162.0,7.0,Ralph Fiennes,Juliette Binoche,Willem Dafoe,Anthony Minghella,Romance,205.0
35000000,L.A. Confidential,1997-09-19,126216940,138.0,7.7,Kevin Spacey,Guy Pearce,Danny DeVito,Curtis Hanson,Drama,91.0
35000000,Sky High,2005-07-29,86369815,100.0,5.8,Michael Angarano,Kurt Russell,Kelly Preston,Mike Mitchell,Adventure,51.0
35000000,In & Out,1997-09-10,0,90.0,6.3,Kevin Kline,Joan Cusack,Tom Selleck,Frank Oz,Romance,-35.0
35000000,Species,1995-07-07,113374103,108.0,5.5,Natasha Henstridge,Ben Kingsley,Michael Madsen,Roger Donaldson,Action,78.0
1800000,A Nightmare on Elm Street,1984-11-14,25504513,91.0,7.2,John Saxon,Ronee Blakley,Heather Langenkamp,Wes Craven,Horror,24.0
33000000,The Cell,2000-08-17,104155843,107.0,6.0,Jennifer Lopez,Vincent D'Onofrio,Vince Vaughn,Tarsem Singh,Science Fiction,71.0
0,The Man in the Iron Mask,1998-03-12,0,132.0,6.3,Leonardo DiCaprio,Jeremy Irons,Gérard Depardieu,Randall Wallace,Adventure,0.0
35000000,Secretariat,2010-08-20,60251371,123.0,6.8,Diane Lane,John Malkovich,Scott Glenn,Randall Wallace,Drama,25.0
34000000,TMNT,2007-03-23,95608995,90.0,6.0,Chris Evans,Sarah Michelle Gellar,Mako,Kevin Munroe,Comedy,62.0
32000000,Radio,2003-10-24,52277485,109.0,6.8,Cuba Gooding Jr.,Ed Harris,Alfre Woodard,Mike Tollin,Drama,20.0
35000000,Friends with Benefits,2011-07-21,150483765,109.0,6.5,Justin Timberlake,Mila Kunis,Patricia Clarkson,Will Gluck,Romance,115.0
35000000,Neighbors 2: Sorority Rising,2016-05-04,108758521,91.0,5.6,Seth Rogen,Rose Byrne,Zac Efron,Nicholas Stoller,Comedy,74.0
35000000,Saving Mr. Banks,2013-11-16,112544580,125.0,7.3,Emma Thompson,Tom Hanks,Paul Giamatti,John Lee Hancock,Comedy,78.0
34000000,Malcolm X,1992-11-18,48169908,202.0,7.2,Denzel Washington,Angela Bassett,Albert Hall,Spike Lee,Drama,14.0
35000000,This Is 40,2012-12-20,88058786,134.0,5.6,Paul Rudd,Leslie Mann,Jason Segel,Judd Apatow,Comedy,53.0
35000000,Old Dogs,2009-11-24,92219310,88.0,5.2,Robin Williams,John Travolta,Seth Green,Walt Becker,Comedy,57.0
35000000,Underworld: Rise of the Lycans,2009-01-22,91353501,92.0,6.2,Bill Nighy,Michael Sheen,Rhona Mitra,Patrick Tatopoulos,Action,56.0
35000000,License to Wed,2007-07-04,69307224,91.0,5.2,Robin Williams,Mandy Moore,John Krasinski,Ken Kwapis,Comedy,34.0
0,The Benchwarmers,2006-04-07,0,80.0,5.2,Jon Heder,Rob Schneider,David Spade,Dennis Dugan,Comedy,0.0
30000000,Must Love Dogs,2005-07-21,58405313,98.0,5.8,Diane Lane,John Cusack,Elizabeth Perkins,Gary David Goldberg,Romance,28.0
35000000,Donnie Brasco,1997-02-27,41954997,127.0,7.4,Johnny Depp,Al Pacino,Michael Madsen,Mike Newell,Crime,7.0
33000000,Resident Evil,2002-03-15,102984862,100.0,6.4,Milla Jovovich,Michelle Rodriguez,Eric Mabius,Paul W.S. Anderson,Science Fiction,70.0
10700000,Poltergeist,1982-06-04,122200000,114.0,7.0,Craig T. Nelson,JoBeth Williams,Beatrice Straight,Tobe Hooper,Horror,112.0
0,The Ladykillers,2004-03-25,0,104.0,6.0,Tom Hanks,Irma P. Hall,Marlon Wayans,Joel Coen,Thriller,0.0
35000000,Max Payne,2008-10-15,85416905,100.0,5.2,Mark Wahlberg,Mila Kunis,Beau Bridges,John Moore,Action,50.0
40000000,In Time,2011-10-27,173930596,109.0,6.7,Justin Timberlake,Amanda Seyfried,Cillian Murphy,Andrew Niccol,Action,134.0
35000000,The Back-Up Plan,2010-04-23,77477008,106.0,5.7,Jennifer Lopez,Alex O'Loughlin,Danneel Ackles,Alan Poul,Romance,42.0
35000000,Something Borrowed,2011-05-05,59901913,112.0,5.9,Kate Hudson,Ginnifer Goodwin,John Krasinski,Luke Greenfield,Drama,25.0
0,Black Knight,2001-11-21,0,95.0,5.1,Martin Lawrence,Marsha Thomason,Tom Wilkinson,Gil Junger,Comedy,0.0
35000000,The Bad News Bears,1976-04-07,35323292,102.0,6.9,Walter Matthau,Tatum O'Neal,,Michael Ritchie,Family,0.0
35000000,Street Fighter,1994-12-22,99423521,102.0,4.1,Jean-Claude Van Damme,Raúl Juliá,Ming-Na Wen,Steven E. de Souza,Action,64.0
35000000,The Pianist,2002-09-24,120072577,150.0,8.0,Adrien Brody,Thomas Kretschmann,Frank Finlay,Roman Polanski,War,85.0
35000000,The Nativity Story,2006-12-01,0,101.0,6.4,Keisha Castle-Hughes,Oscar Isaac,Hiam Abbass,Catherine Hardwicke,History,-35.0
40000000,House of Wax,2005-04-30,68766121,113.0,5.5,Elisha Cuthbert,Paris Hilton,Brian Van Holt,Jaume Collet-Serra,Horror,29.0
27000000,Closer,2004-12-01,115505027,104.0,6.7,Julia Roberts,Jude Law,Natalie Portman,Mike Nichols,Drama,89.0
35000000,J. Edgar,2011-11-09,84606030,137.0,6.0,Leonardo DiCaprio,Josh Hamilton,Geoff Pierson,Clint Eastwood,Drama,50.0
35000000,Mirrors,2008-08-15,72436439,110.0,6.0,Kiefer Sutherland,Paula Patton,Amy Smart,Alexandre Aja,Horror,37.0
35000000,Queen of the Damned,2002-02-10,45479110,101.0,5.4,Stuart Townsend,Aaliyah,Marguerite Moreau,Michael Rymer,Drama,10.0
35000000,Predator 2,1990-11-20,57120318,108.0,5.9,Kevin Peter Hall,Danny Glover,Gary Busey,Stephen Hopkins,Science Fiction,22.0
35000000,Untraceable,2008-01-22,32483410,101.0,5.9,Diane Lane,Billy Burke,Colin Hanks,Gregory Hoblit,Drama,-3.0
35000000,Blast from the Past,1999-02-12,40263020,112.0,6.3,Brendan Fraser,Alicia Silverstone,Christopher Walken,Hugh Wilson,Comedy,5.0
35000000,Flash Gordon,1980-09-01,27107960,111.0,6.1,Sam J. Jones,Melody Anderson,Max von Sydow,Mike Hodges,Science Fiction,-8.0
35000000,Jersey Girl,2004-03-25,36098382,102.0,5.8,Ben Affleck,Raquel Castro,Liv Tyler,Kevin Smith,Comedy,1.0
45000000,Alex Cross,2012-10-18,30353232,101.0,5.1,Tyler Perry,Rachel Nichols,Jean Reno,Rob Cohen,Crime,-15.0
35000000,Midnight in the Garden of Good and Evil,1997-11-21,25105255,155.0,6.3,John Cusack,Kevin Spacey,Jude Law,Clint Eastwood,Mystery,-10.0
8900000,Heist,2015-11-13,4100000,93.0,5.6,Jeffrey Dean Morgan,Robert De Niro,Kate Bosworth,Scott Mann,Action,-5.0
35000000,Nanny McPhee and the Big Bang,2010-03-26,93246388,109.0,6.0,Emma Thompson,Asa Butterfield,Ralph Fiennes,Susanna White,Fantasy,58.0
35000000,Hoffa,1992-12-25,0,140.0,6.1,Jack Nicholson,Danny DeVito,Armand Assante,Danny DeVito,History,-35.0
30000000,The X Files: I Want to Believe,2008-07-24,68369434,104.0,5.5,David Duchovny,Gillian Anderson,Amanda Peet,Chris Carter,Science Fiction,38.0
31000000,Ella Enchanted,2004-04-09,27388767,96.0,5.9,Anne Hathaway,Hugh Dancy,Cary Elwes,Tommy O'Haver,Family,-4.0
35000000,Concussion,2015-11-12,50363790,123.0,7.0,Will Smith,Alec Baldwin,Albert Brooks,Peter Landesman,Drama,15.0
35000000,Abduction,2011-09-22,82087155,106.0,5.6,Taylor Lautner,Lily Collins,Alfred Molina,John Singleton,Thriller,47.0
35000000,Valiant,2005-03-25,19478106,76.0,5.2,Ewan McGregor,Ricky Gervais,Tim Curry,Gary Chapman,Family,-16.0
35000000,Wonder Boys,2000-02-22,0,111.0,6.9,Michael Douglas,Tobey Maguire,Frances McDormand,Curtis Hanson,Comedy,-35.0
35000000,Superhero Movie,2008-03-27,25871834,85.0,4.9,Drake Bell,Sara Paxton,Leslie Nielsen,Craig Mazin,Comedy,-9.0
56000000,Broken City,2013-01-18,19701164,109.0,5.7,Mark Wahlberg,Russell Crowe,Catherine Zeta-Jones,Allen Hughes,Crime,-36.0
35000000,Cursed,2005-02-25,19294901,97.0,5.1,Portia de Rossi,Christina Ricci,Jesse Eisenberg,Wes Craven,Comedy,-16.0
35000000,Premium Rush,2012-08-24,31083599,91.0,6.2,Joseph Gordon-Levitt,Michael Shannon,Dania Ramirez,David Koepp,Action,-4.0
35000000,Hot Pursuit,2015-05-08,51680201,87.0,5.4,Reese Witherspoon,Sofía Vergara,Michael Mosley,Anne Fletcher,Comedy,17.0
35000000,The Four Feathers,2002-09-08,29882645,132.0,6.5,Heath Ledger,Wes Bentley,Kate Hudson,Shekhar Kapur,Romance,-5.0
35000000,Parker,2013-01-23,46216641,118.0,5.7,Jason Statham,Jennifer Lopez,Nick Nolte,Taylor Hackford,Action,11.0
31000000,Wimbledon,2004-09-13,41512007,98.0,6.0,Kirsten Dunst,Paul Bettany,Sam Neill,Richard Loncraine,Comedy,11.0
35000000,Furry Vengeance,2010-04-02,39340177,92.0,4.6,Brendan Fraser,Ken Jeong,Brooke Shields,Roger Kumble,Comedy,4.0
30000000,Bait,2012-09-05,0,93.0,5.3,Sharni Vinson,Phoebe Tonkin,Julian McMahon,Kimble Rendall,Thriller,-30.0
27000000,Krull,1983-07-29,16519460,117.0,5.8,Ken Marshall,Lysette Anthony,Francesca Annis,Peter Yates,Action,-10.0
35000000,Lions for Lambs,2007-10-22,63215872,92.0,6.0,Robert Redford,Meryl Streep,Tom Cruise,Robert Redford,Adventure,28.0
35000000,Flight of the Intruder,1991-01-18,0,115.0,5.7,Danny Glover,Willem Dafoe,Brad Johnson,John Milius,Adventure,-35.0
35000000,Walk Hard: The Dewey Cox Story,2007-12-21,18317151,96.0,6.6,John C. Reilly,Jenna Fischer,Tim Meadows,Jake Kasdan,Music,-17.0
0,The Shipping News,2001-12-18,0,111.0,6.4,Kevin Spacey,Julianne Moore,Cate Blanchett,Lasse Hallström,Drama,0.0
35000000,American Outlaws,2001-08-17,13678913,94.0,5.7,Colin Farrell,Scott Caan,Ali Larter,Les Mayfield,Western,-21.0
35000000,The Young Victoria,2009-03-04,27409889,105.0,7.0,Emily Blunt,Jim Broadbent,Mark Strong,Jean-Marc Vallée,Drama,-8.0
40000000,Whiteout,2009-09-09,12206028,101.0,5.3,Kate Beckinsale,Gabriel Macht,Tom Skerritt,Dominic Sena,Crime,-28.0
32000000,The Tree of Life,2011-05-18,54674226,139.0,6.5,Brad Pitt,Sean Penn,Jessica Chastain,Terrence Malick,Drama,23.0
33000000,Knock Off,1998-09-04,0,91.0,4.7,Jean-Claude Van Damme,Lela Rochon,Paul Sorvino,Tsui Hark,Adventure,-33.0
35000000,Sabotage,2014-03-28,17508518,110.0,5.5,Arnold Schwarzenegger,Sam Worthington,Mireille Enos,David Ayer,Thriller,-17.0
35000000,The Order,2003-09-05,11560806,102.0,4.8,Heath Ledger,Shannyn Sossamon,Benno Fürmann,Brian Helgeland,Mystery,-23.0
20500000,Punisher: War Zone,2008-12-05,10089373,102.0,5.6,Ray Stevenson,Dominic West,Julie Benz,Lexi Alexander,Crime,-10.0
35000000,Zoom,2006-08-11,12506188,83.0,4.9,Tim Allen,Courteney Cox,Chevy Chase,Peter Hewitt,Family,-22.0
35000000,The Walk,2015-09-30,61181942,123.0,6.9,Joseph Gordon-Levitt,Ben Kingsley,Charlotte Le Bon,Robert Zemeckis,Adventure,26.0
0,Warriors of Virtue,1997-05-02,0,103.0,4.7,,Angus Macfadyen,Mario Yedidia,Ronny Yu,Fantasy,0.0
35000000,A Good Year,2006-09-09,42064105,118.0,6.5,Russell Crowe,Marion Cotillard,Albert Finney,Ridley Scott,Romance,7.0
35000000,Radio Flyer,1992-02-21,4651977,114.0,6.6,Elijah Wood,Lorraine Bracco,Adam Baldwin,Richard Donner,Drama,-30.0
35000000,Bound by Honor,1993-02-05,0,180.0,7.7,Damian Chapa,Jesse Borrego,Benjamin Bratt,Taylor Hackford,Crime,-35.0
35000000,Smilla's Sense of Snow,1997-02-13,0,121.0,6.6,Julia Ormond,Gabriel Byrne,Richard Harris,Bille August,Crime,-35.0
35000000,Femme Fatale,2002-11-06,16838910,114.0,6.2,Rebecca Romijn,Antonio Banderas,Peter Coyote,Brian De Palma,Thriller,-18.0
35000000,Lion of the Desert,1981-04-17,0,173.0,7.4,Anthony Quinn,Rod Steiger,Oliver Reed,Moustapha Akkad,History,-35.0
35000000,Le Hussard sur le toit,1995-09-20,15000000,135.0,6.7,Juliette Binoche,Olivier Martinez,Pierre Arditi,Jean-Paul Rappeneau,Drama,-20.0
38000000,Ride with the Devil,1999-11-24,635096,138.0,6.6,Tobey Maguire,Skeet Ulrich,Jeffrey Wright,Ang Lee,Drama,-37.0
0,Biutiful,2010-10-20,25147786,148.0,7.0,Javier Bardem,Maricel Álvarez,Hanaa Bouchaib,Alejandro González Iñárritu,Drama,25.0
35000000,Bandidas,2006-01-18,10496317,93.0,5.8,Penélope Cruz,Salma Hayek,Dwight Yoakam,Joachim Rønning,Crime,-25.0
0,Black Water Transit,2009-05-13,0,100.0,0.0,Laurence Fishburne,Karl Urban,Brittany Snow,Tony Kaye,Drama,0.0
34000000,The Maze Runner,2014-09-10,348319861,113.0,7.0,Dylan O'Brien,Ki Hong Lee,Kaya Scodelario,Wes Ball,Science Fiction,314.0
35000000,Unfinished Business,2015-03-05,14431253,91.0,5.0,Vince Vaughn,Dave Franco,James Marsden,Ken Scott,Comedy,-21.0
34000000,The Age of Innocence,1993-09-17,32255440,139.0,7.0,Daniel Day-Lewis,Michelle Pfeiffer,Winona Ryder,Martin Scorsese,Drama,-2.0
35000000,The Fountain,2006-09-06,15304890,96.0,6.8,Hugh Jackman,Rachel Weisz,Ellen Burstyn,Darren Aronofsky,Romance,-20.0
70000000,Chill Factor,1999-09-01,11263966,101.0,5.3,Cuba Gooding Jr.,Skeet Ulrich,Peter Firth,Hugh Johnson,Thriller,-59.0
35000000,Stolen,2012-05-17,2106557,96.0,5.1,Nicolas Cage,Malin Åkerman,Josh Lucas,Simon West,Crime,-33.0
41677699,崖の上のポニョ,2008-07-19,187479518,100.0,7.5,Yuria Nara,Hiroki Doi,George Tokoro,Hayao Miyazaki,Animation,146.0
34000000,The Longest Ride,2015-04-09,63013281,128.0,7.3,,Scott Eastwood,Britt Robertson,"George Tillman, Jr.",Drama,29.0
75000000,The Astronaut's Wife,1999-08-26,19598588,109.0,5.4,Johnny Depp,Charlize Theron,Joe Morton,Rand Ravich,Thriller,-55.0
34000000,I Dreamed of Africa,2000-05-05,0,114.0,5.3,Kim Basinger,Vincent Pérez,Liam Aiken,Hugh Hudson,Drama,-34.0
35000000,Playing for Keeps,2012-11-29,0,106.0,5.4,Gerard Butler,Jessica Biel,Uma Thurman,Gabriele Muccino,Romance,-35.0
35000000,Mandela: Long Walk to Freedom,2013-12-06,27330000,141.0,6.5,Idris Elba,Naomie Harris,Tony Kgoroge,Justin Chadwick,History,-8.0
32000000,Reds,1981-12-25,40382659,195.0,7.1,Warren Beatty,Diane Keaton,Edward Herrmann,Warren Beatty,History,8.0
40000000,A Few Good Men,1992-12-11,243240178,138.0,7.1,Tom Cruise,Jack Nicholson,Demi Moore,Rob Reiner,Drama,203.0
50000000,Exit Wounds,2001-03-13,79958599,101.0,5.3,Steven Seagal,DMX,Isaiah Washington,Andrzej Bartkowiak,Thriller,30.0
30000000,Big Momma's House,2000-05-31,173959438,98.0,5.6,Martin Lawrence,Nia Long,Paul Giamatti,Raja Gosnell,Crime,144.0
34000000,The House of Magic,2013-12-24,0,85.0,6.3,Brianne Siddall,Joey Camen,Elisa Gabrielli,Ben Stassen,Fantasy,-34.0
30000000,The Darkest Hour,2011-12-22,64626786,89.0,4.8,Emile Hirsch,Rachael Taylor,Olivia Thirlby,Chris Gorak,Science Fiction,35.0
33000000,Step Up Revolution,2012-07-26,140470746,99.0,6.7,Kathryn McCormick,Ryan Guzman,Stephen Boss,Scott Speer,Music,107.0
33000000,Snakes on a Plane,2006-08-06,62022014,105.0,5.1,Samuel L. Jackson,Julianna Margulies,Kenan Thompson,David R. Ellis,Crime,29.0
33000000,The Watcher,2000-09-08,0,96.0,4.9,James Spader,Keanu Reeves,Marisa Tomei,Joe Charbanic,Thriller,-33.0
33000000,The Punisher,2004-04-15,54700105,124.0,6.1,Thomas Jane,John Travolta,Will Patton,Jonathan Hensleigh,Crime,22.0
30000000,Goal!: The Dream Begins,2005-06-06,27610873,118.0,6.6,Kuno Becker,Alessandro Nivola,Anna Friel,Danny Cannon,Drama,-2.0
30000000,Safe,2012-04-16,40346186,94.0,6.3,Jason Statham,Chris Sarandon,James Hong,Boaz Yakin,Thriller,10.0
33000000,Pushing Tin,1999-04-23,0,124.0,5.7,John Cusack,Billy Bob Thornton,Cate Blanchett,Mike Newell,Comedy,-33.0
32350000,Return of the Jedi,1983-05-23,572700000,135.0,7.9,Mark Hamill,Harrison Ford,Carrie Fisher,Richard Marquand,Adventure,540.0
30000000,Doomsday,2008-03-14,22211426,108.0,5.8,Rhona Mitra,Bob Hoskins,Malcolm McDowell,Neil Marshall,Action,-8.0
32000000,The Reader,2008-12-10,113019290,124.0,7.2,Kate Winslet,Ralph Fiennes,David Kross,Stephen Daldry,Drama,81.0
35000000,Wanderlust,2012-02-23,24159934,98.0,5.3,Paul Rudd,Jennifer Aniston,Justin Theroux,David Wain,Comedy,-11.0
32000000,Elf,2003-10-09,173398518,97.0,6.4,Will Ferrell,James Caan,Zooey Deschanel,Jon Favreau,Family,141.0
32000000,Phenomenon,1996-07-05,152036382,123.0,6.2,John Travolta,Kyra Sedgwick,Forest Whitaker,Jon Turteltaub,Romance,120.0
33000000,Snow Dogs,2002-01-18,0,99.0,5.3,Jim Belushi,Cuba Gooding Jr.,James Coburn,Brian Levant,Adventure,-33.0
0,Scrooged,1988-11-22,60328000,101.0,6.7,Bill Murray,Karen Allen,John Forsythe,Richard Donner,Comedy,60.0
32000000,Nacho Libre,2006-06-16,80197993,92.0,5.6,Jack Black,Ana de la Reguera,Héctor Jiménez,Jared Hess,Family,48.0
32500000,Bridesmaids,2011-04-28,288383523,125.0,6.5,Kristen Wiig,Rose Byrne,Maya Rudolph,Paul Feig,Romance,256.0
32000000,This Is the End,2013-06-12,126041322,107.0,6.3,James Franco,Jonah Hill,Seth Rogen,Seth Rogen,Action,94.0
29000000,Stigmata,1999-09-10,50041732,103.0,6.0,Patricia Arquette,Gabriel Byrne,Jonathan Pryce,Rupert Wainwright,Horror,21.0
32000000,Men of Honor,2000-09-13,48814909,129.0,7.0,Robert De Niro,Cuba Gooding Jr.,Charlize Theron,"George Tillman, Jr.",Drama,17.0
32000000,Takers,2010-08-26,69055695,107.0,6.0,Chris Brown,Hayden Christensen,Matt Dillon,John Luessenhop,Drama,37.0
35000000,The Big Wedding,2013-04-25,21819348,90.0,5.7,Robert De Niro,Diane Keaton,Katherine Heigl,Justin Zackham,Comedy,-13.0
32000000,"Big Mommas: Like Father, Like Son",2011-02-16,83615414,107.0,5.3,Martin Lawrence,Brandon T. Jackson,Portia Doubleday,John Whitesell,Comedy,52.0
32000000,Source Code,2011-03-30,147332697,93.0,7.1,Jake Gyllenhaal,Michelle Monaghan,Vera Farmiga,Duncan Jones,Science Fiction,115.0
32000000,Alive,1993-01-15,36733909,120.0,6.7,Ethan Hawke,Vincent Spano,Josh Hamilton,Frank Marshall,Thriller,5.0
30000000,The Number 23,2007-02-23,77566815,101.0,6.3,Jim Carrey,Virginia Madsen,Logan Lerman,Joel Schumacher,Drama,48.0
33000000,The Young and Prodigious T.S. Spivet,2013-10-16,9494789,105.0,6.7,Kyle Catlett,Helena Bonham Carter,Judy Davis,Jean-Pierre Jeunet,Adventure,-24.0
35000000,1941,1979-12-13,31755742,113.0,5.6,Dan Aykroyd,Ned Beatty,John Belushi,Steven Spielberg,Action,-3.0
0,Dreamer: Inspired By a True Story,2005-09-10,0,106.0,6.3,Kurt Russell,Dakota Fanning,Kris Kristofferson,John Gatins,Family,0.0
32000000,A History of Violence,2005-09-23,60740827,96.0,6.9,Viggo Mortensen,Maria Bello,Heidi Hayes,David Cronenberg,Thriller,29.0
32000000,Transporter 2,2005-08-02,85167639,87.0,6.2,Jason Statham,Amber Valletta,Kate Nauta,Louis Leterrier,Thriller,53.0
32000000,The Quick and the Dead,1995-02-09,18552460,107.0,6.3,Sharon Stone,Gene Hackman,Russell Crowe,Sam Raimi,Action,-13.0
28000000,Laws of Attraction,2004-04-04,30016165,90.0,5.6,Pierce Brosnan,Julianne Moore,Michael Sheen,Peter Howitt,Romance,2.0
32000000,Bringing Out the Dead,1999-10-22,0,121.0,6.6,Nicolas Cage,Patricia Arquette,John Goodman,Martin Scorsese,Drama,-32.0
32000000,Repo Men,2010-03-18,18409891,111.0,6.2,Jude Law,Forest Whitaker,Alice Braga,Miguel Sapochnik,Action,-14.0
70000000,디워,2007-02-08,53587404,90.0,4.0,Jason Behr,Robert Forster,Aimee Garcia,Shim Hyung-Rae,Horror,-16.0
32000000,Bogus,1996-09-06,0,110.0,5.4,Whoopi Goldberg,Gérard Depardieu,Haley Joel Osment,Norman Jewison,Family,-32.0
30000000,The Incredible Burt Wonderstone,2013-03-14,27437881,100.0,5.3,Steve Carell,Jim Carrey,Steve Buscemi,Don Scardino,Comedy,-3.0
32000000,Cats Don't Dance,1997-03-26,3566637,75.0,7.1,Scott Bakula,Jasmine Guy,Natalie Cole,Mark Dindal,Comedy,-28.0
0,Cradle Will Rock,1999-12-10,0,132.0,7.2,Hank Azaria,Rubén Blades,Joan Cusack,Tim Robbins,Drama,0.0
32000000,The Good German,2006-12-08,5914908,108.0,5.9,George Clooney,Cate Blanchett,Tobey Maguire,Steven Soderbergh,Mystery,-26.0
32000000,George and the Dragon,2004-03-28,0,93.0,5.0,James Purefoy,Piper Perabo,Patrick Swayze,Tom Reeve,Adventure,-32.0
31500000,Apocalypse Now,1979-08-15,89460381,153.0,8.0,Martin Sheen,Marlon Brando,Robert Duvall,Francis Ford Coppola,War,58.0
32000000,Going the Distance,2010-09-01,42045846,102.0,6.0,Drew Barrymore,Justin Long,Charlie Day,Nanette Burstein,Drama,10.0
0,Mr. Holland's Opus,1995-12-29,106269971,137.0,6.9,Richard Dreyfuss,Glenne Headly,Jay Thomas,Stephen Herek,Music,106.0
31500000,Criminal,2016-04-14,14708696,113.0,5.7,Kevin Costner,Gary Oldman,Tommy Lee Jones,Ariel Vromen,Action,-17.0
31000000,Out of Africa,1985-12-20,128499205,161.0,7.0,Meryl Streep,Robert Redford,Klaus Maria Brandauer,Sydney Pollack,Drama,97.0
31000000,Flight,2012-11-02,161772375,138.0,6.5,,Denzel Washington,Don Cheadle,Robert Zemeckis,Drama,131.0
34000000,Moonraker,1979-06-26,210308099,126.0,5.9,Roger Moore,Lois Chiles,Michael Lonsdale,Lewis Gilbert,Science Fiction,176.0
30000000,The Grand Budapest Hotel,2014-02-26,174600318,99.0,8.0,Ralph Fiennes,Tony Revolori,F. Murray Abraham,Wes Anderson,Drama,145.0
31000000,Hearts in Atlantis,2001-09-07,24185781,101.0,6.4,Anthony Hopkins,Anton Yelchin,Hope Davis,Scott Hicks,Mystery,-7.0
